origin,age,colour,sex,import_type,season_stakes,total_stakes,no_of_123_starts,no_of_starts_in_past_races,trainer,owner,current_rating,start_of_season_rating,sire,dam,dam_sire
SAF ,5,Grey , Gelding,PPG,"$510,000 ","$1,778,160 ",1-3-3-22,2,A T Millard,William Elkin Mocatta,56,60,Oratorio,Emerald Beauty,Equalize
NZ ,5,Grey , Gelding,PPG,"$510,000 ","$1,128,880 ",1-1-2-13,2,C H Yip,Gary Chan Koon Yuen,55,54,Bernardini,Nedjma,Royal Academy
AUS ,3,Brown , Gelding,PPG,"$115,000 ","$115,000 ",0-0-1-3,2,C S Shum,Cai Shui Syndicate,53,52,Free Eagle,Coablo,Vettori
AUS ,3,Brown , Gelding,PPG,$0 ,$0 ,0-0-0-1,0,K H Ting,Cheung Siu Wing,52,52,Dawn Approach,Ferocious Katy,Ferocity
AUS ,3,Grey , Gelding,PPG,$0 ,$0 ,0-0-0-0,0,D A Hayes,Win Forever Syndicate,52,52,Not A Single Doubt,Madame Trop Vite,Invincible Spirit
NZ ,3,Chestnut , Gelding,PPG,$0 ,$0 ,0-0-0-0,0,D J Whyte,Mr & Mrs Stanley Yim Yuk Lun,52,52,Perfectly Ready,Festuca,Falkirk
NZ ,3,Dark Bay , Gelding,PPG,$0 ,$0 ,0-0-0-0,0,P O'Sullivan,Arthur Wong Chun Mo,52,52,Pins,Midnight Dip,O'Reilly
AUS ,4,Bay , Gelding,PPG,$0 ,$0 ,0-0-0-1,0,D E Ferraris,"Lun Kwok Wai, Alan Lun Yue Hang, Ng Kam Kwan & Arnold Pang Kun Hao",51,51,Malibu Moon,Stars To Shine,Tale Of The Cat
AUS ,3,Bay , Gelding,PPG,"$230,000 ","$230,000 ",0-0-2-3,1,R Gibson,Dr & Mrs Anthony W K Chow and Justin Chow,50,52,Epaulette,Melancolia,Hard Spun
AUS ,3,Bay , Gelding,PPG,$0 ,$0 ,0-0-0-2,1,K L Man,HKEIA Horse Racing Syndicate,49,52,Star Witness,Face Forward,Charge Forward
NZ ,4,Brown , Gelding,PPG,$0 ,$0 ,0-0-0-2,0,C H Yip,Patrick Au Tsz Hin,49,52,Shamoline Warrior,La Stellina,O'Reilly
AUS ,3,Bay , Gelding,PPG,$0 ,$0 ,0-0-0-3,1,F C Lor,Yeung Chi Ming,48,52,Deep Field,Abolish,Equiano
AUS ,4,Bay , Gelding,PPG,"$370,000 ","$370,000 ",0-1-1-8,2,P O'Sullivan,"Vincent Leung Man Him, Steven Leung Man Hung & Lewis Cheng Ka Hang",45,52,Savabeel,Valdemoro,Encosta de Lago
AUS ,3,Bay , Gelding,PPG,"$60,000 ","$60,000 ",0-0-0-6,2,C Fownes,Yim Tsui Yuk Shan,42,52,Nostradamus,Tylden Lady,Zabeel
IRE ,5,Bay , Gelding,PP,"$720,000 ","$811,865 ",0-3-0-25,2,A S Cruz,The Executors of the Estate of the late Hui Sai Fun,42,46,Elzaam,Kolkata,Rainbow Quest
AUS ,4,Bay , Gelding,PPG,$0 ,$0 ,0-0-0-6,0,K H Ting,Mr & Mrs Li Yiu Keung,34,45,Helmet,Evilweb,Encosta de Lago
IRE ,5,Chestnut , Gelding,PP,"$71,250 ","$71,250 ",0-0-0-18,1,A T Millard,Chan Oi Yi,29,46,Born To Sea,Dew,Whipper
IRE ,7,Bay , Gelding,PP,"$472,500 ","$1,887,495 ",2-4-2-46,2,Y S Tsui,Gratifier Syndicate,25,34,Frankel,Drops,Kingmambo
NZ ,7,Brown , Gelding,PPG,"$45,000 ","$2,157,550 ",4-0-3-39,1,K L Man,Chiu Yu Hei & Edmond Chiu Sung Pak,25,37,Savabeel,Fire Song,Senor Pete
USA ,3,Dark Bay , Gelding,PPG,$0 ,$0 ,0-0-0-0,0,J Size,Edmond Siu Kim Ping,,,Street Boss,Undo,Flatter
AUS ,3,Bay , Gelding,PPG,$0 ,$0 ,0-0-0-0,0,P F Yiu,Edwin Ng Tit Lung,,,Dissident,Tulla Touch,Exceed And Excel
NZ ,6,Bay , Gelding,PP,"$8,526,500 ","$36,234,250 ",4-3-4-22,0,A S Cruz,Lee Sheung Chau,123,119,Pierro,Stormy Choice,Redoute's Choice
IRE ,8,Chestnut , Gelding,PP,"$1,185,000 ","$11,149,700 ",5-6-6-36,0,D J Hall,CAAF Syndicate,107,110,Lope de Vega,Al Basar,Sahm
AUS ,6,Bay , Gelding,PP,"$1,176,000 ","$8,281,050 ",3-6-2-24,1,F C Lor,"Ho Koon Wah, Tsui Yuk Wah & Dominic Ho Tsz Kin",105,107,Smart Missile,Pilya,Gulch
NZ ,8,Bay , Gelding,PP,"$2,453,000 ","$8,409,570 ",7-3-4-50,1,D J Hall,Raymond Tsang Heung Tak & Kenneth Tsang Heung Kan,86,80,Alamosa,Enchant,Pentire
GB ,4,Chestnut , Gelding,PP,"$1,357,500 ","$1,357,500 ",1-1-1-5,2,F C Lor,Kwok Chan Yiu,84,74,Australia,Azenzar,Danehill Dancer
AUS ,4,Bay , Gelding,PPG,"$2,905,000 ","$5,379,118 ",4-5-3-21,1,A S Cruz,Stella Fung Siu Wan,83,68,All Too Hard,Sacha Royale,Fasliyev
AUS ,5,Bay , Gelding,PPG,$0 ,"$3,531,420 ",3-4-0-12,0,K H Ting,"Chris Yiu Chun Hang, Mr & Mrs Yiu King Chuen and Chino Yiu Chin Hang",80,80,Sizzling,Bon Fire,Octagonal
NZ ,3,Bay , Gelding,PPG,"$2,280,000 ","$2,280,000 ",3-0-0-3,1,J Size,"Dr & Mrs Arthur Leung, Elaine Leung and Angela Leung",79,52,Swiss Ace,Funhouse,Mossman
AUS ,3,Bay , Gelding,PPG,"$1,995,000 ","$1,995,000 ",3-0-0-3,2,D A Hayes,Ken Leung Woon Kin & Leung Kwun,78,52,Written Tycoon,Brambling,Redoute's Choice
GER ,7,Grey , Gelding,PP,"$2,040,000 ","$4,137,740 ",3-4-2-30,1,Y S Tsui,Yau Kwok Fai,72,71,Kendargent,Forever Midnight,Night Shift
AUS ,6,Bay , Gelding,PP,"$2,572,500 ","$3,869,640 ",3-1-5-31,2,C H Yip,Mr & Mrs Edward Chan Chi Keung and Matthew Chan Chin Wah,69,68,Snitzel,Sabanci,Encosta de Lago
IRE ,4,Chestnut , Colt,PP,$0 ,$0 ,0-0-0-0,0,D J Hall,CAAF Syndicate,68,68,Dawn Approach,Oiche Ghealai,Galileo
AUS ,3,Bay , Gelding,PP,$0 ,$0 ,0-0-0-2,2,W Y So,Happy Celebration Syndicate,68,68,Office Bearer,Belle Laude,Summa Cum Laude
AUS ,3,Bay , Gelding,PP,"$90,000 ","$90,000 ",0-0-0-3,2,D J Whyte,Asther Leung Wing Yi,66,68,Not A Single Doubt,Twirl,Lonhro
AUS ,6,Bay , Gelding,PP,"$52,500 ","$4,220,270 ",5-2-3-36,1,C H Yip,Prime Shop Syndicate,65,70,Ilovethiscity,Ruparani,Red Ransom
NZ ,5,Bay , Gelding,PPG,$0 ,"$1,775,700 ",2-1-1-11,1,F C Lor,"George Lee Hing Fai, Wong Che Leung, Alan Lee Tat Luen & Wong Chi Kin",64,67,Guillotine,Aga Panther,Viking Ruler
AUS ,4,Bay , Gelding,PP,"$382,500 ","$382,500 ",0-0-1-8,0,D J Hall,William Tsang,63,70,Husson,Ibis,Al Samer
AUS ,6,Bay , Gelding,PP,"$802,500 ","$4,205,635 ",3-4-3-35,1,A T Millard,"Sammy Ma Hon Kit, Chan Sin Shui & Johnny Chang Tak Cheung",62,73,Nicconi,Queen Of The Falls,General Nediym
AUS ,5,Bay , Gelding,ISG,"$2,312,500 ","$2,404,365 ",2-2-4-15,2,C Fownes,Fong Chi Keung,62,50,Savabeel,Caesour's Promise,Rock Of Gibraltar
AUS ,5,Bay , Gelding,PPG,"$1,342,500 ","$2,951,315 ",2-5-3-19,1,P F Yiu,UNO Eight Syndicate,61,60,Dream Ahead,Coco Kerringle,Exceed And Excel
NZ ,4,Chestnut , Gelding,ISG,"$790,000 ","$790,000 ",1-1-0-4,1,C Fownes,"Alessandro Palluzzi, Chiu Tao & Clement Cheng Ka Man",61,52,Per Incanto,Fleur de Lune,Stravinsky
IRE ,5,Bay , Gelding,PP,"$765,000 ","$2,297,710 ",1-3-2-29,2,D J Whyte,Hong Kong St John Presidents Club Syndicate,60,63,Helmet,Capote West,Capote
IRE ,5,Chestnut , Gelding,PP,$0 ,$0 ,0-0-0-9,0,A S Cruz,Eugene Chuang Yue Chien,60,82,Fast Company,Portico,Pivotal
AUS ,4,Bay , Gelding,ISG,"$835,000 ","$835,000 ",1-0-2-5,1,C W Chang,So Wing Keung,59,52,Snitzel,Miss Sharapova,Ustinov
AUS ,5,Brown , Gelding,PP,"$435,000 ","$2,283,750 ",1-3-2-23,3,D A Hayes,"Robert Lui Chi Wang, Simon Tso, Louis Chan Wai Mau & Henry Leung Kam Tong",59,72,Foxwedge,Whiffle,Red Ransom
AUS ,6,Bay , Gelding,PPG,$0 ,"$4,606,820 ",5-4-3-32,2,Y S Tsui,HKPCA Syndicate,58,77,Not A Single Doubt,Evoked,Song Of Tara
IRE ,7,Bay , Gelding,PP,"$1,596,500 ","$4,154,300 ",4-2-5-46,1,D A Hayes,Asther Leung Wing Yi,58,54,Acclamation,Pediment,Desert Prince
AUS ,5,Bay , Gelding,PP,"$445,000 ","$532,000 ",0-1-1-14,0,K H Ting,Mr & Mrs Hui Yuk Hon,57,67,Reward For Effort,Tio Rossa,Testa Rossa
IRE ,5,Bay , Gelding,ISG,"$685,000 ","$1,627,825 ",2-1-2-18,0,R Gibson,Mr & Mrs Michael Cheng Wing On and Janice Cheng Po Hei,56,55,Frankel,Jakonda,Kingmambo
GER ,7,Bay , Gelding,PP,"$1,535,000 ","$3,505,395 ",4-2-1-41,0,W Y So,Lai Wai Chi,53,42,Wiener Walzer,Saaleland,Lando
AUS ,3,Bay , Gelding,PPG,"$175,000 ","$175,000 ",0-0-1-3,0,F C Lor,Regina Koo Li Kwan,53,52,Headwater,Red Duchez,Dubleo
AUS ,4,Bay , Gelding,PPG,"$830,000 ","$830,000 ",1-0-0-10,1,K W Lui,Kevin Chan Kai Ho,53,51,Brazen Beau,Pintle,Pivotal
NZ ,3,Bay , Gelding,PPG,$0 ,$0 ,0-0-0-0,0,Y S Tsui,Lam Tai Fai,52,52,Per Incanto,Kaycent,Towkay
NZ ,3,Bay , Gelding,PPG,$0 ,$0 ,0-0-0-0,0,D A Hayes,"Ricky Choy Wing Kay, Patrick Wong Ho Yin & Anthony Derek Lai Shu Yan",52,52,Pins,Salkantay,Zabeel
NZ ,3,Brown , Gelding,PPG,$0 ,$0 ,0-0-0-0,0,K L Man,"Simon Lam Kwong, Sam Chau Chiu Yin & Keith Ng Ting Kit",52,52,Shamexpress,Bliss,Thorn Park
NZ ,3,Bay , Gelding,PPG,$0 ,$0 ,0-0-0-0,0,C H Yip,Jackie Cheung Yick Hung,52,52,Per Incanto,Crepe de Chine,Pins
AUS ,4,Bay , Gelding,PPG,$0 ,$0 ,0-0-0-0,0,D J Hall,Raymond Tsang Heung Tak,52,52,Domesday,Ocean Mist,Savabeel
AUS ,4,Bay , Gelding,PPG,$0 ,$0 ,0-0-0-1,0,C H Yip,Good Brothers Syndicate,52,52,Pierro,Rock Success,Rock Of Gibraltar
NZ ,4,Bay , Gelding,PPG,$0 ,$0 ,0-0-0-0,0,L Ho,Crossover Syndicate,52,52,Rock 'N' Pop,Vera de Bosset,Stravinsky
NZ ,4,Bay , Gelding,PPG,$0 ,$0 ,0-0-0-1,1,A T Millard,Chan Shiu Shan,52,52,Darci Brahma,State Circus,Dr Fong
NZ ,3,Bay , Gelding,PPG,$0 ,$0 ,0-0-0-0,0,K W Lui,Siu Leun 90 Syndicate,52,52,Rip Van Winkle,Veronica Hall,Volksraad
NZ ,4,Bay , Gelding,PPG,"$1,125,000 ","$1,125,000 ",1-2-1-9,1,C H Yip,Ricky Chiu Tong,50,42,Burgundy,Lady Winifred,Casual Lies
AUS ,4,Bay , Gelding,PPG,$0 ,$0 ,0-0-0-2,0,P O'Sullivan,Lucky Forever Syndicate,50,52,Deep Field,Geniemac,Al Maher
AUS ,6,Bay , Gelding,PPG,"$475,000 ","$2,638,060 ",3-2-4-25,2,K W Lui,Samuel Leung Chun Wah,49,56,Starspangledbanner,Suite,Stravinsky
NZ ,3,Brown , Gelding,PPG,$0 ,$0 ,0-0-0-3,1,F C Lor,Liu Ling Yi,48,52,He's Remarkable,Calypso Miss,Elnadim
AUS ,5,Bay , Gelding,PPG,"$612,000 ","$1,658,635 ",2-2-0-24,2,K L Man,Chan Kin Yip,48,45,Tycoon Ruler,Buck 'N' Jazz,Buck's Pride
AUS ,3,Chestnut , Gelding,PPG,$0 ,$0 ,0-0-0-3,0,Y S Tsui,Tse Ming Yee,47,52,Sebring,Iamhere,I Am Invincible
AUS ,3,Dark Bay , Gelding,PPG,"$115,000 ","$115,000 ",0-0-1-4,2,F C Lor,Brotherhood Syndicate,47,52,Press Statement,Games,Lonhro
SAF ,4,Bay , Gelding,ISG,$0 ,$0 ,0-0-0-3,1,A T Millard,Financial Investors Group Syndicate,46,52,Dynasty,Happy Archer,Dubawi
AUS ,3,Brown , Gelding,PPG,$0 ,$0 ,0-0-0-4,1,C S Shum,Mr & Mrs So Chun Yu,46,52,Your Song,Princess Carnegie,Carnegie
AUS ,4,Bay , Gelding,PPG,$0 ,$0 ,0-0-0-4,1,Y S Tsui,The Young Ones Syndicate,45,52,Sepoy,Deema,Perfectly Ready
AUS ,3,Bay , Gelding,PPG,$0 ,$0 ,0-0-0-4,2,P O'Sullivan,Mr & Mrs Lee Kwok Kay,44,52,Zoustar,Reilly O',O'Reilly
IRE ,4,Bay , Gelding,ISG,$0 ,$0 ,0-0-0-4,2,C Fownes,"Lillian Lee Lai Man, Dr Peter Cheng Ming Chuen, Dr Ernest Yau Hok Shing & Yau Tat Hay",44,52,Exceed And Excel,Kitty Love,Kitten's Joy
AUS ,7,Bay , Gelding,PPG,"$943,750 ","$4,510,505 ",7-4-3-61,1,C H Yip,Pauline Ngan Po Ling & Ngan Hei Keung,43,39,Hidden Dragon,Fantastic Flo Jo,Fantastic Light
AUS ,4,Bay , Gelding,PPG,"$60,000 ","$60,000 ",0-0-0-7,0,Y S Tsui,Chu Hung Kwan,41,45,Dissident,Ajamais,Gold Away
NZ ,5,Bay , Gelding,PPG,$0 ,"$1,890,485 ",2-3-0-25,1,P F Yiu,Ken Chan Chun Ning,41,56,Per Incanto,Princess Alexandra,Towkay
AUS ,4,Chestnut , Gelding,PPG,"$692,500 ","$692,500 ",1-0-2-11,0,R Gibson,Beauty Twelve Syndicate,41,40,Starspangledbanner,Pachelbel's Song,Encosta de Lago
IRE ,4,Chestnut , Gelding,PPG,$0 ,"$29,750 ",0-0-0-7,0,Y S Tsui,"Dr Andy Kong On Tai, Danny Lee Chi Yin & Philip Yu Chi Wai",38,49,Lope de Vega,Kerry Gal,Galileo
NZ ,5,Grey , Gelding,PPG,"$1,012,500 ","$1,215,500 ",2-2-0-27,2,P O'Sullivan,John Tong Chor Nam & Herman Tsoi Hak Chiu,34,23,Guillotine,Hang Seng,Black Minnaloushe
NZ ,6,Bay , Gelding,PPG,"$26,250 ","$1,444,050 ",1-2-2-23,0,A T Millard,Allan Fung Yu Hing & Norman Fung Yee Man,33,42,Savabeel,Hyades,O'Reilly
AUS ,6,Chestnut , Gelding,PPG,"$498,750 ","$1,394,800 ",2-1-3-31,2,K W Lui,Siu Leun 90 Syndicate,31,28,Hussonet,Belle d'Orleans,General Nediym
NZ ,8,Bay , Gelding,PPG,"$922,500 ","$3,665,575 ",3-9-3-53,1,T P Yung,The Racing Twelve Syndicate,24,24,Pins,Dandify,Danehill
IRE ,7,Bay , Gelding,PP,"$243,750 ","$1,406,355 ",1-2-6-42,1,A T Millard,Alan Chan Yau Yuet & Chris Chan Cheong Hoi,23,33,Rip Van Winkle,Gwyllion,Red Ransom
AUS ,7,Bay , Gelding,PPG,$0 ,"$740,575 ",1-0-1-28,1,C H Yip,Victor Hui Chun Fui,19,31,Charge Forward,La Viva La Rock,Rock Of Gibraltar
AUS ,4,Bay , Gelding,PPG,"$165,000 ","$165,000 ",0-1-0-20,4,C Fownes,Gary Lui,18,42,Manhattan Rain,Paradise Lost,Sadler's Wells
AUS ,2,Bay , Gelding,PPG,$0 ,$0 ,0-0-0-0,0,D J Whyte,Edwin Cheung Hon Kit,,,Sebring,Primavera,Redoute's Choice
AUS ,5,Brown , Gelding,PPG,"$35,055,000 ","$66,525,600 ",16-0-0-17,0,K W Lui,Stanley Chan Ka Leung,131,112,Medaglia d'Oro,Gaudeamus,Distorted Humor
IRE ,6,Grey , Gelding,PP,"$5,159,000 ","$11,078,500 ",4-4-2-18,1,K W Lui,LWF Family Syndicate,122,99,Teofilo,Tipperary Honor,Highest Honor
GB ,7,Chestnut , Gelding,PP,$0 ,"$23,619,600 ",4-2-0-15,0,W Y So,Michael Kwan Wing Lok & Doda Kwan,119,119,Archipenko,Here To Eternity,Stormy Atlantic
IRE ,7,Bay , Gelding,PP,"$4,195,000 ","$10,367,650 ",7-2-5-33,1,F C Lor,Tam Ping Chi,100,87,Zoffany,Queenie Keen,Refuse To Bend
AUS ,4,Chestnut , Gelding,PP,"$6,300,000 ","$6,300,000 ",4-1-1-12,1,C S Shum,Charley Chan Wing Chin & Sunny Cheung Chi Cheong,98,65,Written Tycoon,Show Affection,Show A Heart
AUS ,6,Brown , Gelding,PP,"$1,724,000 ","$7,364,450 ",5-4-3-35,1,C Fownes,Li Wing Hon,93,87,Street Cry,Damah Lady,Mukaddamah
AUS ,6,Bay , Gelding,PPG,"$1,815,000 ","$5,692,700 ",5-3-2-19,1,C S Shum,"Weber Lo Wai Pak, Chew Sein Mene & Henry Chan Tin Sang",90,83,Snitzel,Aussie Christmas,Johannesburg
USA ,6,Bay , Gelding,PP,"$1,761,500 ","$6,142,500 ",3-1-2-23,2,R Gibson,Pan Sutong,89,91,War Front,Say,Galileo
NZ ,4,Bay , Gelding,PPG,"$869,000 ","$4,170,450 ",4-2-1-10,0,P F Yiu,Siu Chak Wai & Siu Wing Kin,87,85,Swiss Ace,Maravilla,Postponed
AUS ,5,Bay , Gelding,PP,"$182,000 ","$2,982,250 ",1-0-1-13,1,D J Whyte,Mike Cheung Shun Ching,86,94,Fastnet Rock,Miss Jakeo,Unbridled's Song
AUS ,5,Bay , Gelding,PP,"$932,000 ","$1,019,000 ",1-0-0-5,0,C Fownes,Li Wing Hon,83,77,Snitzel,Berengaria,Commands
GB ,6,Grey , Gelding,ISG,"$2,447,000 ","$5,912,450 ",4-5-2-27,1,C Fownes,Vincent To Wai Keung,83,70,Dark Angel,Trip To The Moon,Fasliyev
AUS ,3,Bay , Gelding,PP,$0 ,$0 ,0-0-0-0,0,D A Hayes,"Vincent Li Hoi Yuen, Justin Li Cheng Yan & Vivian Li Yi Mei",80,80,I Am Invincible,Devoirs,Dehere
AUS ,4,Bay , Gelding,PPG,"$1,252,500 ","$3,292,585 ",4-0-3-12,2,C H Yip,Good View Syndicate,78,69,I Am Invincible,Andromache,Charge Forward
GB ,5,Bay , Gelding,PP,"$172,500 ","$1,383,250 ",1-0-3-15,0,A S Cruz,Betty Wong & Dr Johnny Hon,77,82,Dutch Art,Lady Darshaan,High Chaparral
AUS ,6,Chestnut , Gelding,PP,"$616,000 ","$7,949,925 ",2-6-5-39,3,Y S Tsui,Frank Feng Ching Yeng,77,89,Not A Single Doubt,Colorado Claire,Hussonet
AUS ,5,Bay , Gelding,PPG,"$2,368,500 ","$5,606,640 ",5-1-8-28,1,A T Millard,Dr Eddy Fong Ching,76,72,Pierro,Princess Quality,Elusive Quality
IRE ,3,Bay , Colt,PP,$0 ,$0 ,0-0-0-0,0,C S Shum,Huang Kai Wen,76,76,Footstepsinthesand,Julieta,Teofilo
NZ ,3,Brown , Gelding,PP,$0 ,$0 ,0-0-0-0,0,D A Hayes,Beijing Best Friends Syndicate,70,70,Vespa,Sand'ior,Scaredee Cat
AUS ,9,Chestnut , Gelding,PP,"$1,691,250 ","$8,296,190 ",8-7-6-79,1,Y S Tsui,Ken Leung Woon Kin,70,62,Husson,Russian Belle,Stravinsky
AUS ,6,Bay , Gelding,PPG,$0 ,"$4,528,000 ",5-1-3-31,0,P F Yiu,Sin Kang Yuk,69,85,Foxwedge,Marjorie,Langfuhr
IRE ,4,Grey , Gelding,PP,$0 ,$0 ,0-0-0-1,0,D J Whyte,Asther Leung Wing Yi,68,68,Zebedee,What About Me,Bertolini
AUS ,5,Chestnut , Gelding,PP,"$892,500 ","$892,500 ",1-0-1-11,2,F C Lor,Golfman's Club Syndicate,68,67,Animal Kingdom,Pretends,Exceed And Excel
NZ ,4,Bay , Gelding,PPG,"$1,705,000 ","$2,130,480 ",2-3-0-12,1,P F Yiu,Mr & Mrs John McNie and Mr & Mrs Henry Chan Lai Yue,66,57,Per Incanto,Kendoka,Reset
BRZ ,5,Bay , Gelding,PP,"$172,500 ","$223,250 ",0-0-1-10,2,D J Whyte,Lam Yau Pik & Rex Lam Lam,64,64,Put It Back,Tout Est Bien,Wild Event
AUS ,6,Bay , Gelding,PP,"$225,000 ","$3,378,980 ",2-4-2-38,2,A S Cruz,Mark's Friend Syndicate,64,69,Red Dazzler,Pardees,Rubiton
AUS ,6,Bay , Gelding,PPG,"$1,045,000 ","$2,155,640 ",2-4-1-18,2,W Y So,Tsang Wai Hung & Sammy Ho Wai Yu,63,58,Magic Albert,Luminous Harmony,Fastnet Rock
NZ ,4,Bay , Gelding,PPG,"$1,884,000 ","$2,096,740 ",3-1-0-11,1,A T Millard,Equity Syndicate,62,51,Hallowed Crown,Justagem,Stravinsky
NZ ,4,Bay , Gelding,PP,$0 ,$0 ,0-0-0-5,1,P F Yiu,Roger Ho Wing Kam,62,69,Charm Spirit,Starwish,Redoute's Choice
AUS ,3,Bay , Gelding,PPG,"$570,000 ","$570,000 ",1-0-0-1,1,J Size,Larry Yung Chi Kin,61,52,I Am Invincible,Dance With Her,Al Maher
IRE ,5,Bay , Gelding,PP,"$865,000 ","$952,000 ",0-1-4-16,2,C H Yip,The Racing Alliance Syndicate,60,66,Tamayuz,Love Match,Danehill Dancer
AUS ,6,Black , Gelding,PP,"$90,000 ","$4,114,500 ",3-1-5-39,1,K L Man,Junbon Chan Chun Bong,59,76,Hard Spun,Lush Liaison,Grand Lodge
AUS ,5,Bay , Gelding,PP,"$460,000 ","$1,641,750 ",0-3-3-18,1,C Fownes,Roger Li Ka Chun,59,71,Lope de Vega,Zarzuela,Rock Of Gibraltar
AUS ,3,Brown , Gelding,PPG,"$685,000 ","$685,000 ",1-0-1-2,1,K L Man,Lau Kwai Ching,57,52,Super One,Keep The Filly,Keep The Faith
NZ ,6,Bay , Gelding,PPG,"$535,000 ","$1,086,190 ",1-2-0-11,2,D J Hall,Peng Xiong Fa,56,56,Swiss Ace,Nana Jean,Rock Of Gibraltar
AUS ,4,Bay , Gelding,PPG,"$910,000 ","$1,055,050 ",1-1-1-10,1,A T Millard,Alliance Sage Syndicate,54,52,Deep Field,Darazani,Redoute's Choice
NZ ,7,Bay , Gelding,PPG,"$965,000 ","$5,428,320 ",5-5-4-43,1,C H Yip,Ip Chun Shing,53,48,O'Reilly,Miraculous Miss,Exceed And Excel
AUS ,3,Bay , Gelding,PPG,$0 ,$0 ,0-0-0-0,0,K H Ting,South China Athletic Assn Syndicate,52,52,Street Boss,Truth On Toe,Flying Spur
AUS ,3,Bay , Gelding,PPG,$0 ,$0 ,0-0-0-0,0,K H Ting,Raymond Lee Wai Man & Pinki Kwok Wai King,52,52,Smart Missile,The Chunkster,Blevic
NZ ,5,Grey , Gelding,PPG,"$385,000 ","$2,166,100 ",2-0-6-21,2,C H Yip,"Alan Lee Hung Chi, Anthony Chan Wai Lun, Daniel Chan Kin Wah & Margaret Chan Man Wah",52,57,Per Incanto,Grey Swallow,Pentire
AUS ,3,Bay , Gelding,PPG,$0 ,$0 ,0-0-0-0,0,Y S Tsui,Mr & Mrs Ma Leung and Rosie Ma Ka Ki,52,52,Headwater,Dreamlike,Onemorenomore
AUS ,3,Bay , Gelding,PPG,$0 ,$0 ,0-0-0-0,0,K L Man,Steven Yuen Kwan Lok,52,52,No Nay Never,Socialize,Iffraaj
ARG ,4,Grey , Gelding,ISG,"$440,000 ","$440,000 ",0-2-0-5,1,A T Millard,"Gibson Lau Wai Chi, Eric Lau Pui Kit & Ricky Lau Pui Wai",52,52,Exchange Rate,Quendom,Interprete
AUS ,3,Chestnut , Gelding,PPG,$0 ,$0 ,0-0-0-0,0,W Y So,Janice Wong Oi Ying,52,52,Rich Enuff,Tanzanite,Jet Spur
AUS ,3,Bay , Gelding,PPG,$0 ,$0 ,0-0-0-0,0,K W Lui,Mr & Mrs Chan Tak Wa,52,52,Warrior's Reward,Devious Flight,Good Journey
NZ ,3,Brown , Gelding,PPG,$0 ,$0 ,0-0-0-0,0,C H Yip,Chung Tsi Kuen,52,52,Makfi,Syzygy Blossom,Testa Rossa
NZ ,3,Chestnut , Gelding,PPG,$0 ,$0 ,0-0-0-0,0,W Y So,Lai Chung Ming,52,52,Rios,Diamond Lindauer,Fast 'N' Famous
AUS ,3,Chestnut , Gelding,PPG,$0 ,$0 ,0-0-0-0,0,D J Hall,"Hui Chun Yuen, Michael Ng Hoi Ying & Michelle Ng Yat Shan",52,52,Starcraft,Aurism,Gold Fever
FR ,6,Brown , Gelding,ISG,"$685,000 ","$1,468,640 ",2-0-2-17,3,C W Chang,Mr & Mrs Simon Suen Siu Man,51,50,Redoute's Choice,Torentosa,Oasis Dream
SAF ,3,Chestnut , Colt,PPG,"$35,000 ","$35,000 ",0-0-0-2,1,A T Millard,Equity Syndicate,50,52,Flower Alley,Cosima Liszt,Rich Man's Gold
AUS ,4,Bay , Gelding,PPG,"$35,000 ","$35,000 ",0-0-0-2,0,D A Hayes,Mr & Mrs Terence Lun Tin Yeu,50,52,Sebring,Lavenham,Hussonet
NZ ,3,Bay , Gelding,PPG,"$60,000 ","$60,000 ",0-0-0-2,1,K W Lui,The Smartest Syndicate,50,52,Per Incanto,Ritzy Lady,Zabeel
IRE ,4,Grey , Gelding,PPG,$0 ,$0 ,0-0-0-2,0,D J Whyte,Lam Yau Pik & Rex Lam Lam,49,52,Exceed And Excel,Centred,Dalakhani
NZ ,4,Chestnut , Gelding,PPG,"$440,000 ","$440,000 ",0-2-0-6,2,D J Hall,Hung Kin Lam,49,51,Shooting To Win,Turf Cutter Girl,Bel Esprit
NZ ,3,Bay , Gelding,PPG,"$35,000 ","$35,000 ",0-0-0-3,0,D J Hall,"Richard Lok Kee Loong, Will Yiu Mau Lung & Jimmy Law Hoi Yat",48,52,Showcasing,Saheel,Zabeel
AUS ,3,Bay , Gelding,PPG,"$60,000 ","$60,000 ",0-0-0-3,1,D J Whyte,David Sin Wai Kin,48,52,Al Maher,West Of Katrina,Gone West
NZ ,5,Bay , Gelding,PPG,"$1,593,750 ","$1,627,595 ",1-4-2-21,2,C Fownes,Lai Kim Wai & Lai Ka Yee,48,35,Shamexpress,Comic Song,Sadler's Wells
AUS ,5,Brown , Gelding,PPG,$0 ,"$1,514,445 ",2-2-2-18,0,T P Yung,Well Blessing Syndicate,47,47,Rothesay,Cheree's General,General Nediym
AUS ,6,Bay , Gelding,PPG,"$440,000 ","$3,199,080 ",2-7-2-37,2,C W Chang,"Lau Chi Kit, Tony Lee, Kevin Law Hau Wai & John Lo Wah Shing",47,57,Denman,Gingerbread,Kempinsky
AUS ,4,Bay , Gelding,PPG,"$35,000 ","$35,000 ",0-0-0-4,0,R Gibson,Daniel Chan Ching Yan,45,52,Olympic Glory,Sharp Hill,Danehill
